stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
28,The fly-on-the-wall method used to document rural French school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work.,Positive,"['refreshing', 'prevalent']","['rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'prevalent', 'technique of', 'the docu-makers', 'part of']","['The fly-on-the-wall', 'method', 'rural', 'French', 'school', 'refreshing', 'the docu-makers', 'being a visible']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']",['being a visible'],"['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['method', 'used to', 'document', 'rural', 'French', 'life is a', 'technique of', 'part of', 'their work.']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['The fly-on-the-wall', 'school', 'refreshing', 'departure from', 'the now more', 'prevalent', 'the docu-makers', 'being a visible']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['The fly-on-the-wall', 'departure from', 'the now more', 'the docu-makers', 'being a visible']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['life is a', 'refreshing', 'departure from', 'technique of', 'being a visible', 'their work.']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'prevalent', 'part of', 'their work.']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['The fly-on-the-wall', 'method', 'French', 'life is a', 'refreshing', 'prevalent', 'technique of']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']",[]
29,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.,Positive,['is beautiful'],"['The movie', 'is beautiful', 'to behold', 'one in a sense', 'struggle', '-- inner and', 'all too rare in', ""Hollywood's"", 'hastier']","['and engages', '-- inner and', ""Hollywood's"", 'hastier', 'productions.']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['is beautiful', 'and engages', 'one in a sense', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'productions.']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['The movie', 'is beautiful', 'of epic', 'struggle', ""outer -- that's"", 'productions.']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['to behold', 'and engages', 'one in a sense', '-- inner and', 'all too rare in', ""Hollywood's"", 'hastier']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['is beautiful', 'to behold', 'and engages', 'one in a sense', 'all too rare in', 'hastier']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['is beautiful', 'and engages', 'one in a sense', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'productions.']","['is beautiful', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', 'all too rare in', ""Hollywood's"", 'hastier']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['The movie', 'is beautiful', 'to behold', 'of epic']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']","['is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']"
30,"@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks! #Strategy",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",Positive,"['you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['delicious', 'piece of', 'chocolate', 'yourself that', 'Sweetness']","['delicious', 'Sweetness', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","[""there's no need"", 'to be bitter.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['to eat a', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['Sometimes,', 'you just need', 'delicious']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['you just need', ""there's no need"", 'to be bitter.', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['you just need', 'yourself that', ""there's no need"", 'to be bitter.', 'redeems.']","['to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'Sweetness', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['Sometimes,', 'to remind', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']",[]
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"['constructed,', 'highly', 'referential', 'audacious', 'sit', 'finest', 'work.']","['A densely', 'highly', 'audacious', 'return to', 'form that', 'can comfortably', 'finest']","['A densely', 'constructed,', 'referential', 'audacious', 'can comfortably', 'Jean-Luc']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']","['constructed,', 'referential', 'film, and an', 'can comfortably']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']","['highly', 'return to', 'sit', ""Godard's"", 'finest', 'work.']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']","['A densely', 'constructed,', 'referential', 'film, and an', 'audacious', 'form that', 'can comfortably', 'among', 'Jean-Luc']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']","['A densely', 'referential', 'audacious', 'can comfortably']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']","['constructed,', 'referential', 'film, and an', 'audacious', 'return to', 'can comfortably', 'Jean-Luc']","['A densely', 'referential', 'audacious', 'return to', 'form that', 'sit', 'Jean-Luc', ""Godard's""]","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']","['A densely', 'constructed,', 'highly', 'audacious', 'return to']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'Jean-Luc', ""Godard's"", 'finest', 'work.']",[]
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,"['we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['perseverance!', 'Happy', 'Anniversary']","['@RickHoffman  And', 'perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['we are all so grateful', 'perseverance!', 'Anniversary']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']",[],"['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['we are all so grateful', 'perseverance!', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['we are all so grateful', 'perseverance!', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'perseverance!', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['@RickHoffman  And', 'for your', 'perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']",[]
35,Nothing makes me happier than managing my depression well.,Positive,"['happier than', 'managing']","['Nothing', 'happier than']","['managing', 'my depression', 'well.']","['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']",['my depression'],"['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']","['makes me', 'happier than', 'well.']","['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']","['Nothing', 'managing', 'my depression']","['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']",['managing'],"['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']",['my depression'],"['Nothing', 'makes me', 'managing', 'well.']","['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']","['Nothing', 'makes me', 'happier than', 'well.']","['Nothing', 'makes me', 'happier than', 'managing', 'my depression', 'well.']",[]
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,"['flattered and', 'happy to', 'motivates me', 'Thank you!', 'sml¬†']","['flattered and', 'happy to', 'complements for', 'my blog!', 'to write more', 'for my blog.']","['complements for', 'motivates me', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['flattered and', 'hear those', 'complements for', 'motivates me', 'to write more', 'for my blog.', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'my blog!', 'motivates me', 'for my blog.', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['complements for', 'You guys', 'to write more', 'Thank you!']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['I am really', 'complements for', 'my blog!', 'to write more', 'for my blog.', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['flattered and', 'hear those', 'complements for', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['I am really', 'complements for', 'my blog!', 'motivates me', 'Thank you!', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['I am really', 'flattered and', 'You guys', 'motivates me', 'Thank you!', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']"
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"['the hero is', 'patient,', 'as cute as', 'success', 'seem']","['baseball', 'pictures where', 'patient,', 'the odds', 'are long']","['baseball', 'stoic, the', 'patient,', 'intimidate,', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'the kids are', 'as cute as', 'all get-out and', 'intimidate,']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","['baseball', 'patient,', 'as cute as', 'the odds', 'success', 'are long', 'enough to', 'but short', 'make a', 'dream', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","[""It's one of those"", 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'the kids are', 'all get-out and', 'against', 'intimidate,', 'enough to']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","[""It's one of those"", 'pictures where', 'the hero is', 'stoic, the', 'as cute as', 'all get-out and', 'the odds', 'intimidate,']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","['baseball', 'pictures where', 'the hero is', 'stoic, the', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'enough to', 'intimidate,', 'but short', 'enough to']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'against', 'are long', 'intimidate,', 'but short', 'enough to', 'make a', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'wife is', 'the kids are', 'as cute as', 'are long', 'enough to']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']","['baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream', 'seem']"
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"['Good', 'happy', 'Tuesday!', 'you have a terrific', 'day!', 'Enjoy it', 'tons']","['Tuesday!', 'I hope', 'you have a terrific', 'Enjoy it']","['morning and', 'Tuesday!', 'tons']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']",['you have a terrific'],"['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']","['Good', 'morning and', 'happy', 'Tuesday!', 'day!', 'Enjoy it']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']","['I hope', 'you have a terrific', 'tons']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']","['Good', 'you have a terrific', 'Enjoy it']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']",['you have a terrific'],"['Good', 'happy', 'day!', 'tons']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']","['happy', 'Enjoy it', 'tons']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it', 'tons']",[]
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,"['An entertaining,', 'colorful,', 'action-filled', 'intimate', 'heart.']","['An entertaining,', 'action-filled', 'crime']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'intimate', 'heart.']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']","['colorful,', 'action-filled', 'intimate']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']","['An entertaining,', 'colorful,', 'crime', 'heart.']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']","['action-filled', 'story with an', 'intimate']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']","['action-filled', 'story with an', 'intimate']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']","['colorful,', 'action-filled']","['An entertaining,', 'colorful,', 'story with an']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']","['An entertaining,', 'colorful,', 'action-filled', 'intimate', 'heart.']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']",[]
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"['beautifully', 'mounted,', 'fine', 'madness.']","['beautifully', 'but, more to', 'the point, the', 'managing to', 'fine', 'line with', ""Joan's""]","['beautifully', 'mounted,', 'subtly', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['beautifully', 'mounted,', 'but, more to', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'line with', 'regard to', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['subtly', 'the question of']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['mounted,', 'managing to', 'the question of']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['beautifully', 'but, more to', 'issues are', 'managing to']","['The film is', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'regard to', 'the question of', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']",[]
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,"['isnt it.', 'fan of', 'inspiring.']","['Its amazing', 'isnt it.', 'restorations']","['isnt it.', 'but the life these', 'restorations', 'give the', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'but the life these', 'restorations', 'photographs is']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']",['Im a big'],"['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'but the life these', 'restorations', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'but the life these', 'restorations', 'photographs is']","['isnt it.', 'fan of', 'B&W', 'restorations', 'give the', 'photographs is', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['isnt it.', 'fan of', 'restorations', 'photographs is', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']"
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,"['The mesmerizing', 'keep the film', 'keep the', 'audience', 'riveted.']",[],"['The mesmerizing', 'riveted.']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['performances of', 'grounded and', 'riveted.']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['the leads', 'keep the film', 'grounded and', 'audience']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['The mesmerizing', 'performances of', 'keep the', 'riveted.']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'keep the', 'riveted.']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['performances of', 'grounded and']","['keep the film', 'grounded and', 'keep the', 'riveted.']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['The mesmerizing', 'performances of', 'grounded and', 'keep the']","['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']",[]
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"['humor and', 'refreshingly', 'serious']",['refreshingly'],"['laced with', 'a few fanciful', 'young', 'women.']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']","['laced with', 'a few fanciful', 'touches, the', 'refreshingly']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']","['laced with', 'touches, the', 'film is a', 'serious', 'look at', 'young', 'women.']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']","['Although', 'humor and', 'a few fanciful', 'refreshingly']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']","['Although', 'laced with', 'a few fanciful', 'refreshingly', 'serious', 'look at']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']","['laced with', 'a few fanciful', 'touches, the', 'refreshingly']","['Although', 'touches, the', 'film is a', 'serious', 'look at', 'young']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']","['Although', 'laced with', 'humor and', 'film is a', 'refreshingly', 'serious']","['Although', 'laced with', 'humor and', 'a few fanciful', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young', 'women.']",[]
