stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
28,The fly-on-the-wall method used to document rural French school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work.,Positive,"['refreshing', 'prevalent']","['rural', 'French', 'school', 'life is a', 'refreshing', 'departure from', 'prevalent', 'technique of', 'the docu-makers', 'part of']","['The fly-on-the-wall', 'method', 'rural', 'French', 'school', 'refreshing', 'the docu-makers', 'being a visible']","['method', 'used to', 'document', 'rural', 'French', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']",[],"['The fly-on-the-wall', 'rural', 'school', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'the docu-makers']","['The fly-on-the-wall', 'method', 'used to', 'rural', 'French', 'life is a', 'departure from', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['The fly-on-the-wall', 'rural', 'school', 'life is a', 'prevalent', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['document', 'school', 'refreshing', 'the now more']","['school', 'life is a', 'prevalent', 'the docu-makers', 'being a visible', 'their work.']","['document', 'school', 'life is a', 'refreshing', 'prevalent', 'technique of']","['school', 'life is a', 'refreshing', 'prevalent', 'technique of']",[],"['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'school', 'life is a', 'refreshing', 'the now more', 'prevalent', 'part of']","['The fly-on-the-wall', 'school', 'refreshing', 'the now more', 'prevalent', 'their work.']","['The fly-on-the-wall', 'method', 'French', 'life is a', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']","['The fly-on-the-wall', 'method', 'used to', 'document', 'rural', 'French', 'refreshing', 'departure from', 'the now more', 'prevalent', 'technique of', 'the docu-makers', 'being a visible', 'part of', 'their work.']",[]
29,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.,Positive,['is beautiful'],"['The movie', 'is beautiful', 'to behold', 'one in a sense', 'struggle', '-- inner and', 'all too rare in', ""Hollywood's"", 'hastier']","['and engages', '-- inner and', ""Hollywood's"", 'hastier', 'productions.']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', ""Hollywood's"", 'hastier', 'productions.']",[],"['is beautiful', 'to behold', 'and engages', 'one in a sense', 'struggle', '-- inner and', ""outer -- that's"", 'all too rare in', 'hastier', 'productions.']","['The movie', 'one in a sense', 'struggle', '-- inner and', ""outer -- that's"", 'hastier', 'productions.']","['The movie', 'and engages', 'one in a sense', 'struggle', '-- inner and', ""Hollywood's"", 'productions.']","['is beautiful', 'to behold', 'and engages', 'of epic', 'all too rare in', ""Hollywood's""]","['The movie', 'is beautiful', 'and engages', 'one in a sense', 'struggle', '-- inner and', 'all too rare in', 'productions.']","['The movie', 'is beautiful', 'and engages', 'one in a sense', 'struggle', '-- inner and', 'all too rare in', 'productions.']","['The movie', 'is beautiful', 'to behold', 'and engages', 'one in a sense', 'of epic', 'struggle', '-- inner and', 'all too rare in', 'productions.']",[],"['The movie', 'one in a sense', 'of epic', 'struggle', '-- inner and']","['is beautiful', 'one in a sense', 'of epic', 'struggle', '-- inner and', ""outer -- that's"", 'productions.']",[],['of epic'],[]
30,"@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks! #Strategy",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",Positive,"['you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', ""there's no need"", 'to be bitter.', 'Sweetness', 'redeems.']","['delicious', 'piece of', 'chocolate', 'yourself that', 'Sweetness']","['delicious', 'Sweetness', 'redeems.']","['chocolate', 'to be bitter.', 'Sweetness', 'redeems.']",[],"['chocolate', 'to remind', 'to be bitter.']","['Sometimes,', 'you just need', 'to eat a', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'Sweetness', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'to remind', 'Sweetness']","['delicious', 'to be bitter.']","['Sometimes,', 'you just need', 'delicious', 'piece of', 'to remind']","['Sometimes,', 'you just need', 'to remind']","['Sometimes,', 'you just need', 'delicious', 'piece of', 'to remind']",[],"['you just need', 'to eat a', 'piece of', 'chocolate', 'to remind', 'to be bitter.', 'Sweetness']","['you just need', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', 'to be bitter.']","['Sometimes,', 'to eat a', 'delicious', 'to remind', 'yourself that', ""there's no need""]","['Sometimes,', 'you just need', 'to eat a', 'delicious', 'piece of', 'chocolate', 'to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'Sweetness']",[]
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"['constructed,', 'highly', 'referential', 'audacious', 'sit', 'finest', 'work.']","['A densely', 'highly', 'audacious', 'return to', 'form that', 'can comfortably', 'finest']","['A densely', 'constructed,', 'referential', 'audacious', 'can comfortably', 'Jean-Luc']","['A densely', 'return to', 'form that', 'work.']",[],"['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'among', 'Jean-Luc', ""Godard's"", 'work.']","['constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'sit', 'among', 'finest']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'form that', 'sit', 'among', 'Jean-Luc']","['A densely', 'can comfortably', 'Jean-Luc', ""Godard's"", 'work.']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'form that', 'can comfortably', 'sit', 'Jean-Luc']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'form that', 'can comfortably', ""Godard's"", 'work.']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'form that', 'can comfortably', 'Jean-Luc', ""Godard's"", 'work.']",[],"['film, and an', 'sit', 'among', 'Jean-Luc', ""Godard's""]","['A densely', 'constructed,', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'among', 'Jean-Luc', ""Godard's""]","['constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to', 'form that', 'can comfortably', 'sit']",['Jean-Luc'],[]
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,"['we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['perseverance!', 'Happy', 'Anniversary']","['@RickHoffman  And', 'perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'Happy', 'twin!']",[],"['@RickHoffman  And', 'perseverance!', 'Happy']","['@RickHoffman  And', 'we are all so grateful', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Anniversary', 'twin!']",['for your'],"['for your', 'perseverance!', 'Anniversary', 'twin!']","['for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['for your', 'perseverance!', 'Happy', 'twin!']",[],"['@RickHoffman  And', 'we are all so grateful', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['we are all so grateful', 'perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'twin!']",['twin!'],[]
35,Nothing makes me happier than managing my depression well.,Positive,"['happier than', 'managing']","['Nothing', 'happier than']","['managing', 'my depression', 'well.']","['makes me', 'happier than', 'my depression', 'well.']",[],"['Nothing', 'happier than', 'managing', 'my depression']","['makes me', 'my depression']","['Nothing', 'makes me', 'managing', 'my depression']","['Nothing', 'happier than', 'managing', 'well.']","['Nothing', 'happier than', 'managing', 'my depression']","['Nothing', 'happier than', 'managing', 'my depression']","['Nothing', 'happier than', 'managing', 'my depression', 'well.']",[],"['Nothing', 'makes me', 'managing']",['managing'],"['Nothing', 'makes me', 'happier than', 'my depression', 'well.']",[],[]
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,"['flattered and', 'happy to', 'motivates me', 'Thank you!', 'sml¬†']","['flattered and', 'happy to', 'complements for', 'my blog!', 'to write more', 'for my blog.']","['complements for', 'motivates me', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'complements for', 'my blog!', 'You guys', 'to write more', 'Thank you!', 'sml¬†']",[],"['flattered and', 'happy to', 'complements for', 'my blog!', 'to write more']","['I am really', 'flattered and', 'happy to', 'hear those', 'my blog!', 'motivates me', 'to write more', 'for my blog.', 'sml¬†']","['I am really', 'flattered and', 'happy to', 'my blog!', 'motivates me', 'to write more', 'for my blog.', 'sml¬†']","['complements for', 'You guys', 'Thank you!']","['I am really', 'flattered and', 'happy to', 'my blog!', 'motivates me', 'to write more', 'for my blog.', 'sml¬†']","['I am really', 'flattered and', 'complements for', 'my blog!', 'You guys', 'Thank you!']","['I am really', 'my blog!', 'You guys', 'Thank you!']",[],"['I am really', 'motivates me', 'to write more', 'Thank you!', 'sml¬†']","['I am really', 'complements for', 'my blog!', 'motivates me', 'Thank you!']","['flattered and', 'happy to', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml¬†']","['for my blog.', 'Thank you!']",[]
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"['the hero is', 'patient,', 'as cute as', 'success', 'seem']","['baseball', 'pictures where', 'patient,', 'the odds', 'are long']","['baseball', 'stoic, the', 'patient,', 'intimidate,', 'seem']","['all get-out and', 'are long', 'intimidate,', 'but short', 'enough to']",[],"['the hero is', 'stoic, the', 'wife is', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'make a', 'dream', 'seem']","[""It's one of those"", 'baseball', 'stoic, the', 'wife is', 'patient,', 'as cute as', 'all get-out and', 'against', 'success', 'are long', 'but short', 'dream', 'seem']","[""It's one of those"", 'baseball', 'stoic, the', 'wife is', 'against', 'success', 'are long', 'enough to', 'dream', 'seem']","['pictures where', 'the hero is', 'the kids are', 'the odds', 'enough to', 'intimidate,', 'enough to', 'make a']","['baseball', 'stoic, the', 'wife is', 'as cute as', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'dream', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'are long', 'intimidate,', 'make a', 'dream', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'are long', 'intimidate,', 'enough to', 'make a', 'dream', 'seem']",[],"['pictures where', 'the hero is', 'stoic, the', 'patient,', 'as cute as', 'against', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'against', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and', 'enough to']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a']",[]
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"['Good', 'happy', 'Tuesday!', 'you have a terrific', 'day!', 'Enjoy it', 'tons']","['Tuesday!', 'I hope', 'you have a terrific', 'Enjoy it']","['morning and', 'Tuesday!', 'tons']","['Good', 'happy', 'tons']",[],"['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'Enjoy it']","['Good', 'morning and', 'happy', 'I hope', 'you have a terrific', 'day!']","['Good', 'morning and', 'Tuesday!', 'I hope', 'you have a terrific', 'tons']","['Tuesday!', 'Enjoy it', 'tons']","['Good', 'morning and', 'Tuesday!', 'you have a terrific', 'tons']","['Good', 'morning and', 'happy', 'Tuesday!', 'I hope', 'you have a terrific', 'day!', 'Enjoy it']","['Good', 'morning and', 'Tuesday!', 'day!', 'Enjoy it']",[],"['Good', 'happy', 'Tuesday!', 'you have a terrific', 'day!', 'Enjoy it']","['Good', 'happy', 'Tuesday!', 'day!', 'Enjoy it']","['Enjoy it', 'tons']","['Good', 'I hope', 'day!']",[]
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,"['An entertaining,', 'colorful,', 'action-filled', 'intimate', 'heart.']","['An entertaining,', 'action-filled', 'crime']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'intimate', 'heart.']","['action-filled', 'crime', 'story with an', 'intimate', 'heart.']",[],"['colorful,', 'crime', 'intimate']","['An entertaining,', 'colorful,', 'crime', 'story with an', 'intimate']","['An entertaining,', 'crime']","['action-filled', 'heart.']","['action-filled', 'crime']","['action-filled', 'crime', 'story with an', 'intimate']","['action-filled', 'crime', 'story with an', 'intimate']",[],"['An entertaining,', 'story with an']","['crime', 'story with an']","['An entertaining,', 'colorful,', 'action-filled', 'crime', 'story with an', 'intimate', 'heart.']",[],[]
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"['beautifully', 'mounted,', 'fine', 'madness.']","['beautifully', 'but, more to', 'the point, the', 'managing to', 'fine', 'line with', ""Joan's""]","['beautifully', 'mounted,', 'subtly', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'madness.']",[],"['The film is', 'beautifully', 'the point, the', 'issues are', 'subtly', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's""]","['The film is', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', ""Joan's"", 'madness.']","['The film is', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'managing to', 'regard to', 'the question of', ""Joan's""]","['beautifully', 'the question of']","['beautifully', 'mounted,', 'issues are', 'the question of', ""Joan's""]","['beautifully', 'mounted,', 'subtly', 'fine', 'the question of', ""Joan's"", 'madness.']","['beautifully', 'mounted,', 'the question of', ""Joan's"", 'madness.']",[],"['The film is', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']","['The film is', 'mounted,', 'but, more to', 'subtly', 'the question of', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'mounted,', 'but, more to', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'fine', 'line with', 'regard to', 'the question of', ""Joan's"", 'madness.']",['issues are'],[]
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,"['isnt it.', 'fan of', 'inspiring.']","['Its amazing', 'isnt it.', 'restorations']","['isnt it.', 'but the life these', 'restorations', 'give the', 'inspiring.']","['Its amazing', 'photographs is', 'inspiring.']",[],['B&W'],"['Its amazing', 'isnt it.', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'fan of', 'restorations', 'photographs is', 'awe', 'inspiring.']",['Im a big'],"['isnt it.', 'Im a big', 'fan of', 'restorations', 'photographs is', 'awe', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['isnt it.', 'Im a big', 'fan of', 'restorations', 'photographs is', 'inspiring.']",[],"['isnt it.', 'fan of', 'B&W', 'restorations', 'give the', 'photographs is', 'inspiring.']","['isnt it.', 'fan of', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']","['isnt it.', 'fan of', 'restorations', 'photographs is', 'inspiring.']","['Its amazing', 'isnt it.', 'Im a big', 'fan of', 'B&W', 'but the life these', 'restorations', 'give the', 'photographs is', 'awe', 'inspiring.']",[]
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,"['The mesmerizing', 'keep the film', 'keep the', 'audience', 'riveted.']",[],"['The mesmerizing', 'riveted.']","['audience', 'riveted.']",[],"['The mesmerizing', 'performances of', 'the leads', 'keep the film', 'grounded and', 'keep the', 'audience', 'riveted.']","['the leads', 'keep the film', 'grounded and']","['The mesmerizing', 'performances of', 'keep the film', 'riveted.']","['The mesmerizing', 'performances of', 'keep the', 'audience', 'riveted.']","['performances of', 'keep the film', 'riveted.']","['performances of', 'keep the film', 'keep the', 'riveted.']","['performances of', 'keep the film', 'keep the', 'riveted.']",[],"['The mesmerizing', 'grounded and', 'keep the', 'riveted.']","['the leads', 'keep the', 'riveted.']","['performances of', 'the leads', 'grounded and', 'keep the', 'audience', 'riveted.']",['audience'],[]
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"['humor and', 'refreshingly', 'serious']",['refreshingly'],"['laced with', 'a few fanciful', 'young', 'women.']","['serious', 'look at', 'young', 'women.']",[],"['laced with', 'a few fanciful', 'serious', 'young']","['laced with', 'touches, the', 'film is a', 'refreshingly', 'serious', 'look at', 'young']","['Although', 'a few fanciful', 'film is a', 'refreshingly', 'look at', 'young']","['Although', 'humor and', 'a few fanciful', 'women.']","['humor and', 'serious', 'look at', 'young']","['laced with', 'humor and', 'a few fanciful', 'serious', 'young']","['laced with', 'humor and', 'serious', 'young']",[],"['Although', 'touches, the', 'film is a', 'serious', 'look at', 'women.']","['Although', 'laced with', 'serious', 'look at', 'young']","['humor and', 'refreshingly', 'serious', 'look at']","['Although', 'humor and', 'film is a', 'look at']",[]
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"['One of the best', 'films of', 'masterpiece.']","['happiness', 'contemporary', 'masterpiece.']","['obstacles to', 'five', 'contemporary', 'a psychological', 'masterpiece.']","['obstacles to', 'happiness', 'faced by', 'five', 'contemporary', 'individuals ...', 'a psychological', 'masterpiece.']",[],"['films of', 'the year']","['One of the best', 'films of', 'the year', 'with its exploration of the', 'obstacles to', 'happiness', 'faced by', 'five', 'contemporary', 'individuals ...', 'a psychological', 'masterpiece.']","['One of the best', 'the year', 'with its exploration of the', 'obstacles to', 'contemporary', 'a psychological', 'masterpiece.']",[],"['obstacles to', 'contemporary', 'a psychological', 'masterpiece.']","['films of', 'obstacles to', 'five', 'contemporary', 'a psychological', 'masterpiece.']","['films of', 'obstacles to', 'contemporary', 'masterpiece.']",[],"['One of the best', 'films of', 'the year', 'with its exploration of the', 'obstacles to', 'faced by', 'five', 'contemporary', 'individuals ...', 'a psychological', 'masterpiece.']","['One of the best', 'films of', 'obstacles to', 'contemporary', 'masterpiece.']","['One of the best', 'obstacles to', 'faced by', 'five', 'contemporary', 'masterpiece.']","['One of the best', 'films of', 'the year', 'with its exploration of the', 'obstacles to', 'happiness', 'faced by', 'five', 'contemporary', 'individuals ...', 'a psychological', 'masterpiece.']",[]
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,"['we are all so grateful', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['perseverance!', 'Happy', 'Anniversary']","['@RickHoffman  And', 'perseverance!', 'Happy', 'twin!']","['Anniversary', 'twin!']",[],"['we are all so grateful', 'for your', 'Happy']","['we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'twin!']",['@RickHoffman  And'],"['@RickHoffman  And', 'we are all so grateful', 'for your', 'perseverance!', 'Happy', 'Anniversary', 'twin!']","['@RickHoffman  And', 'for your', 'Anniversary', 'twin!']","['@RickHoffman  And', 'for your', 'perseverance!', 'Anniversary', 'twin!']",[],"['we are all so grateful', 'Happy', 'twin!']","['we are all so grateful', 'for your', 'twin!']","['@RickHoffman  And', 'for your', 'perseverance!', 'Happy', 'twin!']",['twin!'],[]
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"['as far as', 'I understand', 'Am I on the wrong', '*track*', 'here?']","['I understand', 'the pseudo', 'Am I on the wrong', 'here?']","['as far as', 'code', 'describes a', 'searching', 'algorithm...', 'Path', '""Algorithm.""""""', 'here?']","['code', 'path', 'algorithm...', ""so I'm trying to"", 'write a', 'program that', 'Hamiltonian', 'Path', 'using', 'here?']",[],"['@HighPerformanceMark,', 'as far as', 'code', 'searching', 'algorithm...', 'finds a', 'Path', 'using', '""of the """"DNA""', '""Algorithm.""""""']","['code', ""so I'm trying to"", 'write a', 'program that', 'finds a', 'Hamiltonian', 'Path', 'using', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'code', 'write a', 'program that', 'finds a', 'Path', 'using', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'path', 'searching', 'algorithm...', 'the logic']","['@HighPerformanceMark,', 'I understand', 'describes a', 'write a', 'program that', 'finds a', 'Path', 'using', 'the logic', '""Algorithm.""""""', '*track*']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'algorithm...', 'using', 'the logic']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'searching', 'algorithm...', 'Path', 'using', 'the logic', '*track*']",[],"['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'code', 'algorithm...', 'write a', 'program that', 'Path', 'using', 'the logic', '*track*']","['as far as', 'I understand', 'the pseudo', 'algorithm...', 'write a', 'Path', 'using', 'the logic', '""Algorithm.""""""', '*track*']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'path', 'searching', 'algorithm...', ""so I'm trying to"", 'write a', 'program that', 'finds a', 'Hamiltonian', 'Path', 'using', 'the logic', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'I understand', 'the pseudo', 'describes a', 'path', 'searching', 'algorithm...', ""so I'm trying to"", 'program that', 'finds a', 'Hamiltonian', 'Path', 'using', 'the logic', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', '*track*']",[]
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,"['Opps,', ""I'm going"", 'to fix it', 'for you, ok?']","['Opps,', 'your archive', 'links to', ""the article's"", 'talk', 'for you, ok?']","['your archive', ""the article's"", 'archive?']","['Opps,', 'how come', 'for you, ok?']",[],[],"['Opps,', 'how come', 'your archive', ""the article's"", 'talk', 'page', 'for you, ok?']","['Opps,', 'how come', 'your archive', ""the article's"", 'talk']","['links to', 'archive?', ""I'm going"", 'to fix it']","['Opps,', 'how come', 'your archive', 'links to', ""the article's"", 'talk']","['Opps,', 'your archive', 'links to', 'archive?', ""I'm going""]","['Opps,', 'your archive', 'links to', 'talk', 'archive?', ""I'm going""]",[],"['Opps,', 'links to', 'page', 'archive?', ""I'm going"", 'for you, ok?']","['Opps,', 'how come', 'links to', 'page', 'archive?', ""I'm going""]",[],[],[]
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"['Thanks for', 'By the way,', ""you weren't an admin:"", 'would you', 'like to be?']","[""I don't really"", 'I noticed', ""you weren't an admin:""]","[""you'd said.""]","['Thanks for', 'the heads-up on that;', ""I don't really"", 'have anything', 'to add', 'beyond what', 'By the way,', 'I noticed', ""you weren't an admin:"", 'would you', 'like to be?']",[],"['to add', 'beyond what', ""you weren't an admin:""]","['the heads-up on that;', 'to add', 'By the way,']","['Thanks for', 'to add', 'beyond what', 'like to be?']","['Thanks for', ""I don't really"", 'have anything', 'beyond what', ""you'd said."", 'I noticed', 'you said', ""you weren't an admin:"", 'would you', 'like to be?']","['Thanks for', 'have anything', 'beyond what', 'I noticed', 'you said', 'like to be?']","['Thanks for', 'the heads-up on that;', ""I don't really"", 'have anything', 'beyond what', 'I noticed', 'you said', ""you weren't an admin:"", 'would you']","['Thanks for', 'the heads-up on that;', 'have anything', 'beyond what', 'By the way,', 'I noticed', 'you said', ""you weren't an admin:"", 'would you']",[],"['the heads-up on that;', ""I don't really"", 'have anything', 'to add', 'beyond what', ""you'd said."", 'I noticed', 'you said', ""you weren't an admin:"", 'would you', 'like to be?']","['the heads-up on that;', ""I don't really"", 'have anything', 'I noticed', 'you said', 'would you', 'like to be?']","[""I don't really"", 'have anything', 'I noticed', ""you weren't an admin:"", 'would you', 'like to be?']","['the heads-up on that;', ""I don't really"", 'beyond what', ""you'd said."", 'By the way,', 'I noticed', ""you weren't an admin:"", 'would you', 'like to be?']",[]
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"['Hey Love,', 'as you wish,', 'let me know.¬†']","['Hey Love,', 'as you wish,', 'my section,']","['as you wish,', 'if you¬† have', 'my section,', 'Is English']","['Hey Love,', 'let me know.¬†', 'Is English', 'a second', 'language for', 'you?']",[],"['as you wish,', 'if you¬† have', 'any suggestions about', 'my section,', 'let me know.¬†', 'Is English', 'a second', 'language for', 'you?']","['if you¬† have', 'let me know.¬†', 'Is English', 'a second', 'language for']","['Hey Love,', 'if you¬† have', 'a second', 'language for', 'you?']","['Hey Love,', 'as you wish,', 'any suggestions about', 'my section,', 'you?']","['Hey Love,', 'as you wish,', 'a second', 'language for', 'you?']","['as you wish,', 'any suggestions about', 'language for']","['Hey Love,', 'as you wish,', 'any suggestions about', 'my section,', 'language for', 'you?']",[],"['Hey Love,', 'as you wish,', 'if you¬† have', 'let me know.¬†', 'Is English', 'a second', 'language for']","['Hey Love,', 'if you¬† have', 'let me know.¬†', 'Is English', 'a second', 'language for']","['Hey Love,', 'as you wish,', 'if you¬† have', 'any suggestions about', 'my section,', 'let me know.¬†', 'Is English', 'a second', 'language for', 'you?']","['Hey Love,', 'as you wish,', 'if you¬† have', 'any suggestions about', 'my section,', 'let me know.¬†', 'Is English', 'a second', 'language for']",[]
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,"['Happy', 'Birthday', 'Marc']","['@marcdeacon ', 'Happy', 'Birthday', 'Marc']","['Happy', 'Marc', 'one! Xx']","['have a good', 'one! Xx']",[],"['have a good', 'one! Xx']","['@marcdeacon ', 'Happy', 'Birthday', 'one! Xx']","['@marcdeacon ', 'Happy', 'one! Xx']","['Marc', 'have a good']","['Happy', 'one! Xx']","['Birthday', 'have a good']","['Birthday', 'have a good']",[],"['@marcdeacon ', 'Birthday', 'Marc', 'have a good', 'one! Xx']","['Birthday', 'one! Xx']","['Marc', 'one! Xx']","['@marcdeacon ', 'Birthday', 'Marc', 'have a good', 'one! Xx']",[]
