stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
56,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,Polite,[],['@svante -'],"[""I'm fine""]",['what I SHOULD'],[],['be using?'],[],[],[],[],[],[],[],[],[],['what I SHOULD'],['with that!'],[]
57,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,Polite,[],['down.¬†'],['down.¬†'],['More important than'],[],['down.¬†'],[],['the recipient'],[],['the recipient'],['how they work'],['how they work'],[],[],['of such a message'],['More important than'],['how they work'],[]
58,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",Polite,"['Thanks,']",['Angel'],['Angel'],"['Thanks,']",[],['story for the'],[],[],[],[],[],[],[],[],[],['do you think?'],['portal. What'],[]
59,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",Polite,"['Thank you', 'post. I', 'acceptable?']","['for removing', '""Deletion"""" from my""', 'post. I']","['""the """"Speedy""', '""Deletion"""" from my""', 'are the sources']","['work on', 'the post', 'itself, but']","['post. I', 'itself, but']","['post. I', 'more', 'itself, but']",[],[],[],[],[],[],[],[],[],[],[],[]
60,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",Polite,"['is a nice', ""I'd love to""]","['illustration.', ""I'd love to""]","['illustration.', 'code; is']","[""I'd love to"", 'it possible for']",['it possible for'],"[""I'd love to"", 'it possible for']",[],['you to mail'],[],['you to mail'],['you to mail'],['you to mail'],[],[],['code; is'],"['Yes, this', 'code; is']","['code; is', 'you to mail']","['Yes, this', 'it to me?']"
61,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Polite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
62,Hi - how's it going?  Do you need more time?,Polite,[],['Hi -'],"[""how's it""]",['Do you need'],[],['more time?'],[],[],[],[],['Hi -'],['Hi -'],[],[],['Hi -'],['Hi -'],[],[]
63,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,Polite,"['happy to', 'Thank you!', 'sml']","['flattered and', 'my blog!', 'for my blog.']","['complements for', 'motivates me', 'sml']","['I am really', 'for my blog.', 'sml']","['to write more', 'sml']","['flattered and', 'to write more', 'sml']",[],"['flattered and', 'sml']",[],"['flattered and', 'sml']","['I am really', 'motivates me', 'to write more']","['I am really', 'motivates me', 'to write more']","['motivates me', 'to write more']",[],"['to write more', 'for my blog.']","['I am really', 'Thank you!', 'sml']","['I am really', 'You guys', 'sml']","['Thank you!', 'sml']"
64,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",Polite,"['Hey, I', 'please']","['Hey, I', '1:10,', 'platinum,', 'please', 'South']","['<url>', '1:10,', 'Backstreet', 'platinum', 'and Millennium.', 'South', 'certifications?']","['and at around', '1:10,', 'I think I', 'can see the', 'holding', 'verify and', 'is it possible']","['Hey, I', 'and at around', '1:10,', 'can see the', 'Boys', 'Can you', 'African']","['and at around', '1:10,', 'can see the', 'Boys', 'Can you', 'South', 'African']",[],[],[],[],[],[],[],[],[],"['verify and', 'is it possible', 'African', 'certifications?']","['Hey, I', '1:10,', 'platinum,', 'Can you', 'please', 'verify and', 'certifications?']","['Hey, I', 'holding', 'platinum,', 'please', 'verify and', 'is it possible', 'certifications?']"
65,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,Polite,['Thank you'],['for your kind'],['comment.'],['Thank you'],[],['¬† Do you have a'],[],[],[],[],[],[],[],[],['Thank you'],['in the article?'],['in the article?'],[]
66,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",Polite,"['example,', 'Could you', 'please']","['@Colin', 'Fine:', 'please']","['Fine:', 'example,', 'described.']","['Fine:', 'add your', 'an answer?']","['use', 'an answer?']","['example,', 'use', 'an answer?']",[],[],[],[],[],[],[],[],[],[],[],[]
67,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
68,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,Impolite,"['the question', 'is open-ended', 'an answer?']","['not specifying what', 'you claim', 'why accept']","['not specifying what', '(interview and', 'why accept']","['all) then', 'why accept', 'an answer?']","['not specifying what', 'you claim']","['-1: For', 'not specifying what', 'you claim']",[],"['is to be done', 'an answer?']",[],"['is to be done', 'an answer?']","['not specifying what', 'you claim']","['not specifying what', 'is to be done']","['not specifying what', 'is to be done']",['later with'],"['later with', 'the question']","['the data. If', 'all) then', 'an answer?']","['the data. If', 'all) then', 'an answer?']","['the data. If', 'all) then']"
69,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
70,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,Impolite,"['I find this', 'conversation', 'referencing', 'What gives?']","['I find this', 'remarkable', 'you have twice', 'quality in']","['edit', 'referencing', 'format to', '<url>.']","['@TestUser,', 'I find this', '<url>.', 'What gives?']","['conversation', 'edit', 'the detriment of']","['conversation', 'edit', 'the detriment of', '<url>.']",['remarkable'],"['I find this', 'conversation', 'remarkable', ""an article's""]",['edit'],"['@TestUser,', 'conversation', 'remarkable', ""an article's""]","['@TestUser,', 'you have twice', 'the detriment of', '<url>.']","['@TestUser,', 'referencing', 'the detriment of', '<url>.']","['referencing', 'the detriment of', '<url>.']","['edit', 'war over']","['war over', 'format to', 'the detriment of', '<url>.']","['remarkable', 'format to', 'quality in', '24 hours on']","['opted to', 'war over', 'the last', 'What gives?']","['opted to', 'format to', '24 hours on']"
71,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",Impolite,[],['Am I indeed'],['Is <url>¬†'],['Am I indeed'],[],['Is <url>¬†'],"['""""""dishonest"""" by""']",['correct?'],['Is <url>¬†'],['correct?'],['Is <url>¬†'],['Is <url>¬†'],[],['Am I indeed'],['Is <url>¬†'],['Is <url>¬†'],['responding to you?¬†'],['Am I indeed']
72,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,Impolite,['Are you kidding?¬†'],"['@Delta.¬†', 'Delayed from']","['Delayed from', 'overtime.']","['Are you kidding?¬†', 'Delayed from']",['overtime.'],"['cancel it', 'overtime.']",[],['cancel it'],[],['cancel it'],['Are you kidding?¬†'],['Are you kidding?¬†'],[],[],['cancel it'],"['11:00 -', 'pilot is']",['Delayed from'],[]
73,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",Impolite,"['How about this', 'for a novel', 'solution?¬†', 'why not delete it', 'yourself with']","['How about this', 'The next', 'editor', 'something to', 'summary of', '""""""Sorry, I\'m""']","['solution?¬†', 'banned', 'editor', 'posts', 'your page,', '""""""Sorry, I\'m""', 'topic-banned']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
74,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",Impolite,"['Apparently,', 'you correctly']","['answered your', 'watch', 'a variable']","['watch', '`ToString`', 'your *actual*']","['Apparently,', 'own', 'watch']","['question: The', 'window gets']","['question: The', 'watch', 'window gets']",[],['window gets'],[],['window gets'],['question: The'],['question: The'],['question: The'],[],['answered your'],"['the value of', ""So, what's"", 'your *actual*']","['Apparently,', 'by calling its', 'method.']","['the value of', 'by calling its']"
75,I based my sentence on the citation. Are you saying the citation is wrong?,Impolite,['is wrong?'],['my sentence'],['I based'],['my sentence'],[],['my sentence'],[],[],[],[],[],[],[],[],[],['is wrong?'],['is wrong?'],[]
77,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",Impolite,"['redundant', 'you just did', 'twisted', 'insult to', 'Why do you', 'see the', 'need to', 'proper']","['redundant', '`atoi` after', 'you just did', 'twisted', 'the proper', 'Why do you', 'the broken', '`atoi` when']","['redundant', '`atoi` after', '`strtol`', 'twisted', 'insult to', 'string-to-int', '""""""re-convert""""""', 'proper']","['Doing a', 'twisted', 'use of', 'need to', 'function', 'you already have', 'it as `val` from a', 'proper']","['redundant', 'the most', 'see the', 'the value', '`atoi` when', 'it as `val` from a', 'proper']","['Doing a', 'redundant', 'the most', 'see the', 'the value', '`atoi` when', 'it as `val` from a', 'proper']",[],"['`atoi` after', 'you just did', 'using', 'the broken', 'it as `val` from a', 'function']",[],"['you just did', 'one can', 'using', 'the broken', '`atoi` when', 'it as `val` from a', 'function']","['Doing a', 'the most', 'one can', 'come up with.', '""""""re-convert""""""', '`atoi` when', 'it as `val` from a']","['is probably', 'the most', 'one can', 'come up with.', '""""""re-convert""""""', '`atoi` when', 'it as `val` from a']","['is probably', 'the most', 'one can', '""""""re-convert""""""', '`atoi` when', 'it as `val` from a']",[],"['redundant', '`atoi` after', '`strtol`', 'is probably', 'twisted', '""""""re-convert""""""', 'it as `val` from a']","['redundant', 'the most', 'C', 'see the', 'need to', '""""""re-convert""""""', 'proper', 'function']","['redundant', 'the most', 'use of', 'string-to-int', 'C', 'function', 'proper', 'function']","['redundant', 'the most', 'see the', 'need to', 'proper', 'function']"
78,What is the actual question? And have you considered using punctuation?,Impolite,['punctuation?'],['What is the actual'],['punctuation?'],['question? And'],[],['using'],['punctuation?'],['punctuation?'],['using'],['punctuation?'],['using'],['using'],[],['question? And'],['punctuation?'],['have you considered'],['using'],[]
79,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,Impolite,NA,NA,['pie'],['heart'],[],['heart'],['arnt'],['kid at'],['heart'],['heart'],['heart'],['heart'],[],['heart'],['pie'],['pie'],['pie'],[]
80,ughh they need to hurry up im hungry and I got a headache!,Impolite,NA,NA,['im hungry'],['and I got'],[],['and I got'],[],['a headache!'],[],['a headache!'],['ughh they'],['ughh they'],[],[],['im hungry'],['a headache!'],['a headache!'],[]
81,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",Impolite,NA,NA,"['But dw,', 'chiefly.', 'KEVIN!']","['@kevskiezzz', 'only 2', 'bullying me than']","['BYE', 'gonna']","['@kevskiezzz', 'BYE', 'gonna']",[],['BYE'],[],['BYE'],['bullying me than'],['BYE'],['bullying me than'],[],['BYE'],"['But dw,', 'BYE', 'gonna']","['But dw,', 'BYE', 'miss you']","['@kevskiezzz', 'gonna', 'miss you']"
82,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
83,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,Impolite,NA,NA,"['pls don', 'repeatedly..me', '7hrs..!!']","['pls don', 'tweets', 'bored']","['mind me', 'repeatedly..me']","['mind me', 'using ur', 'repeatedly..me']","['pls don', 'using ur']","['pls don', 'mind me', '7hrs..!!']","['tweets', 'last']","['pls don', 'mind me', '7hrs..!!']","['mind me', 'repeatedly..me', 'travel from']","['mind me', 'tweets', 'repeatedly..me']","['mind me', 'repeatedly..me']","['mind me', 'tweets']","['mind me', 'tweets', 'repeatedly..me']","['pls don', 'tweets', 'last']","['@swatatat', 'tweets', '7hrs..!!']","['@swatatat', 'using ur', 'tweets']"
84,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",Impolite,"['is crap,']","['scare', 'still at']","['scare', 'George']","['is crap,', 'still at']","['@SteveBakerHW', 'is crap,']","['scare', 'is crap,']",[],"['@SteveBakerHW', 'still at']",[],"['to CREDIBLE', 'still at']","['to CREDIBLE', 'Osbourne']","['to CREDIBLE', 'George']",['to CREDIBLE'],"['to CREDIBLE', 'scare']","['to CREDIBLE', 'stories']","['@SteveBakerHW', 'it I see.']","['stories', 'George']","['@SteveBakerHW', 'it I see.']"
85,So... you want to implement an exclusive decision tree without using if/elif? Why???,Impolite,['Why???'],"['to implement', 'tree']","['if/elif?', 'Why???']","['an exclusive', 'decision']",['decision'],"['decision', 'if/elif?']",[],[],[],[],[],[],[],[],[],"['tree', 'using']","['tree', 'using']",[]
86,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
87,@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,Impolite,"['slimebag.', '@StuartHarker1']","[""I wouldn't trust"", 'throw you.']","['slimebag.', '@StuartHarker1']",[],['as I could'],"['@freemanstanzan2', 'as I could']",[],[],[],[],[],[],[],[],[],"['slimebag.', 'you as far']",['slimebag.'],[]
88,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",Impolite,"['as it is of no interest to', 'why are we still', 'discussing this?']","['that the references', 'post a', 'reliable']","['encyclopedia.', 'blog', 'reliable']","['as it is of no interest to', 'why are we still', 'discussing this?']","['source, or']","['as it is of no interest to', 'make the', 'source, or']",[],[],[],[],[],[],[],[],[],[],[],[]
89,User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,Impolite,"['have a history', 'of malicous', 'edits.']","['User', 'edits.', 'Are you then confirming that']","['86.138.232.97 does', 'edits.', 'these malicious']","['User', 'edits', 'user']",['86.138.232.97 were'],"['User', 'user', '86.138.232.97 were']",[],[],[],[],[],[],[],[],[],[],[],[]
